timestamp,temp_c,power_w,util_gpu_%,util_mem_%,fan_speed_%,clock_graphics_mhz,clock_mem_mhz
2025-10-27 01:20:55.212801,80.6,122.6,86,67,60,1582,5847
2025-10-27 01:20:56.213883,61.9,71.87,46,43,32,999,5445
2025-10-27 01:20:57.214782,59.4,66.92,37,27,29,847,5411
2025-10-27 01:20:58.215778,67.5,82.45,52,43,41,1089,5519
2025-10-27 01:20:59.216633,47.5,32.79,11,10,11,471,5084
2025-10-27 01:21:00.217398,72.0,94.31,64,51,47,1267,5630
2025-10-27 01:21:01.218230,68.6,91.05,59,51,42,1190,5605
2025-10-27 01:21:02.219289,85.9,135.79,98,69,68,1764,6008
2025-10-27 01:21:03.220522,48.9,37.46,12,11,13,485,5124
2025-10-27 01:21:04.221392,50.3,38.51,13,11,15,500,5137
2025-10-27 01:21:05.221890,59.9,69.72,43,32,29,953,5409
2025-10-27 01:21:06.222274,80.3,125.54,87,82,60,1611,5905
2025-10-27 01:21:07.223018,62.9,69.43,40,36,34,891,5430
2025-10-27 01:21:08.223453,75.4,113.65,78,60,53,1460,5796
2025-10-27 01:21:09.224228,58.7,59.86,30,25,28,742,5251
2025-10-27 01:21:10.224602,58.8,59.57,34,26,28,809,5306
2025-10-27 01:21:11.225920,58.4,64.74,36,34,27,838,5408
2025-10-27 01:21:12.226968,74.4,105.77,73,57,51,1386,5744
2025-10-27 01:21:13.227611,84.6,141.11,100,95,66,1797,5993
2025-10-27 01:21:14.228530,65.5,85.1,54,48,38,1101,5522
2025-10-27 01:21:15.229082,73.5,110.7,73,52,50,1398,5757
2025-10-27 01:21:16.229803,47.4,30.32,10,8,11,448,5072
2025-10-27 01:21:17.230858,57.4,63.2,36,28,26,847,5371
2025-10-27 01:21:18.231275,74.1,107.81,73,63,51,1394,5755
2025-10-27 01:21:19.232081,70.9,99.17,69,53,46,1329,5697
2025-10-27 01:21:20.233114,69.8,91.97,57,55,44,1160,5532
2025-10-27 01:21:21.234711,59.9,63.91,39,30,29,882,5350
2025-10-27 01:21:22.235600,76.7,114.04,82,71,55,1525,5776
2025-10-27 01:21:23.236385,55.0,46.6,22,16,22,620,5246
2025-10-27 01:21:24.237230,69.7,93.15,63,62,44,1242,5625
2025-10-27 01:21:25.238741,72.0,106.91,70,54,47,1359,5673
2025-10-27 01:21:26.239512,80.2,117.58,84,71,60,1557,5823
2025-10-27 01:21:27.240434,80.6,116.65,84,59,60,1557,5873
2025-10-27 01:21:28.241126,60.6,72.03,42,37,30,923,5420
2025-10-27 01:21:29.241927,61.5,73.04,44,32,32,957,5482
2025-10-27 01:21:30.242692,55.9,46.14,24,18,23,665,5286
2025-10-27 01:21:31.243337,48.4,36.33,13,11,12,495,5139
2025-10-27 01:21:32.243711,70.6,90.75,63,62,45,1251,5624
2025-10-27 01:21:33.244441,53.9,47.46,27,22,20,711,5245
2025-10-27 01:21:34.244945,85.0,137.87,100,96,67,1791,5951
2025-10-27 01:21:35.245856,60.0,65.68,39,29,30,886,5361
2025-10-27 01:21:36.246706,61.5,66.78,37,29,32,860,5362
2025-10-27 01:21:37.247720,53.8,46.99,21,19,20,611,5194
2025-10-27 01:21:38.248546,79.9,119.82,83,73,59,1539,5810
2025-10-27 01:21:39.248972,83.9,140.83,99,93,65,1789,5946
2025-10-27 01:21:40.249752,51.1,44.65,17,13,16,559,5172
2025-10-27 01:21:41.251315,86.1,135.54,98,85,69,1766,5939
2025-10-27 01:21:42.252210,83.2,141.17,99,82,64,1787,6014
2025-10-27 01:21:43.253101,60.2,71.7,41,34,30,909,5402
2025-10-27 01:21:44.253991,80.5,125.12,91,84,60,1672,5956
2025-10-27 01:21:45.254667,59.7,70.24,39,30,29,881,5386
2025-10-27 01:21:46.255821,82.9,127.82,90,86,64,1645,5905
2025-10-27 01:21:47.256371,70.8,92.06,59,55,46,1176,5632
2025-10-27 01:21:48.256867,81.5,127.04,89,78,62,1635,5877
2025-10-27 01:21:49.257622,56.6,57.65,30,28,24,750,5304
2025-10-27 01:21:50.258150,53.1,44.36,24,20,19,654,5233
2025-10-27 01:21:51.258638,61.9,71.98,42,31,32,926,5417
2025-10-27 01:21:52.259175,54.0,40.89,19,18,20,583,5164
2025-10-27 01:21:53.259911,63.3,78.13,46,32,34,997,5505
2025-10-27 01:21:54.260988,52.0,46.29,21,19,17,605,5190
2025-10-27 01:21:55.261575,63.1,74.91,46,37,34,995,5469
2025-10-27 01:21:56.261932,76.4,114.89,77,69,54,1447,5783
2025-10-27 01:21:57.262409,51.2,38.04,15,13,16,524,5167
2025-10-27 01:21:58.263017,82.1,129.34,95,79,63,1724,5973
2025-10-27 01:21:59.263745,76.8,111.53,79,59,55,1478,5823
2025-10-27 01:22:00.264884,49.1,40.49,15,13,13,525,5155
2025-10-27 01:22:01.265820,53.6,54.41,28,20,20,727,5247
2025-10-27 01:22:02.266554,68.2,82.65,53,47,42,1085,5493
2025-10-27 01:22:03.267637,53.5,46.19,19,15,20,580,5151
2025-10-27 01:22:04.269383,72.7,95.07,64,50,49,1259,5618
2025-10-27 01:22:05.270024,69.3,93.38,62,49,43,1239,5572
2025-10-27 01:22:06.270508,57.7,60.53,30,28,26,756,5302
2025-10-27 01:22:07.271391,66.2,77.92,50,47,39,1055,5511
2025-10-27 01:22:08.272187,80.0,118.63,83,81,59,1544,5840
2025-10-27 01:22:09.273219,54.2,49.25,24,21,21,656,5190
2025-10-27 01:22:10.274038,50.5,44.58,17,12,15,556,5197
2025-10-27 01:22:11.275172,61.6,62.06,38,33,32,864,5401
2025-10-27 01:22:12.275721,59.1,60.79,36,29,28,847,5355
2025-10-27 01:22:13.276578,67.2,87.17,54,44,40,1119,5508
2025-10-27 01:22:14.277008,83.5,134.46,95,92,65,1722,5942
2025-10-27 01:22:15.277785,74.8,111.36,76,72,52,1444,5737
2025-10-27 01:22:16.278568,63.7,69.41,42,37,35,937,5403
2025-10-27 01:22:17.279564,65.2,82.37,49,43,37,1038,5500
2025-10-27 01:22:18.280341,65.8,80.41,51,41,38,1073,5499
2025-10-27 01:22:19.281278,62.9,70.77,45,41,34,979,5458
2025-10-27 01:22:20.282168,52.1,38.67,18,16,18,568,5175
2025-10-27 01:22:21.283789,81.6,123.01,87,81,62,1600,5883
2025-10-27 01:22:22.284534,76.7,116.37,78,67,55,1463,5768
2025-10-27 01:22:23.285160,81.3,133.44,93,75,61,1685,5969
2025-10-27 01:22:24.286637,71.8,100.36,70,64,47,1340,5702
2025-10-27 01:22:25.287207,75.5,108.04,74,54,53,1407,5726
2025-10-27 01:22:26.288763,67.7,89.11,59,54,41,1175,5632
2025-10-27 01:22:27.289914,55.9,50.77,29,24,23,725,5337
2025-10-27 01:22:28.290405,80.3,125.2,90,69,60,1654,5925
2025-10-27 01:22:29.290888,85.4,137.83,100,82,68,1793,5957
2025-10-27 01:22:30.291283,61.2,66.65,35,30,31,834,5350
2025-10-27 01:22:31.291745,82.4,133.57,98,76,63,1761,5964
2025-10-27 01:22:32.292266,51.4,44.12,23,17,17,644,5200
2025-10-27 01:22:33.292812,62.1,75.16,45,35,33,975,5431
2025-10-27 01:22:34.293463,74.7,110.2,76,55,52,1439,5753
2025-10-27 01:22:35.294548,69.7,92.96,64,46,44,1266,5670
2025-10-27 01:22:36.295763,56.3,53.74,28,27,24,719,5243
2025-10-27 01:22:37.296666,65.0,86.51,52,36,37,1070,5537
2025-10-27 01:22:38.297448,49.3,27.78,10,9,13,445,5069
2025-10-27 01:22:39.298343,78.9,123.92,87,80,58,1602,5886
2025-10-27 01:22:40.299094,80.7,131.53,92,75,61,1680,5958
2025-10-27 01:22:41.299855,82.0,133.86,96,77,62,1739,5944
2025-10-27 01:22:42.300485,53.5,45.27,21,19,20,608,5180
2025-10-27 01:22:43.301567,48.3,39.25,13,12,12,501,5177
2025-10-27 01:22:44.302371,60.6,73.25,42,33,30,925,5464
2025-10-27 01:22:45.302861,68.2,87.44,56,43,42,1139,5608
2025-10-27 01:22:46.303746,52.6,47.46,19,18,18,576,5221
2025-10-27 01:22:47.304243,73.0,93.02,63,53,49,1250,5614
2025-10-27 01:22:48.304772,73.7,99.89,67,52,50,1306,5681
2025-10-27 01:22:49.305386,71.3,94.78,62,53,46,1233,5581
2025-10-27 01:22:50.306447,50.8,36.2,15,13,16,526,5129
2025-10-27 01:22:51.307317,67.2,80.64,54,44,40,1114,5521
2025-10-27 01:22:52.308525,58.3,58.3,32,29,27,784,5339
2025-10-27 01:22:53.309663,85.2,139.14,99,89,67,1788,5961
2025-10-27 01:22:54.310531,82.4,130.69,90,63,63,1658,5918
2025-10-27 01:22:55.311529,81.8,128.84,93,70,62,1700,5923
2025-10-27 01:22:56.312205,52.1,46.26,19,15,18,593,5222
2025-10-27 01:22:57.312653,69.9,100.77,64,49,44,1268,5688
2025-10-27 01:22:58.313705,47.7,39.32,13,10,11,487,5095
2025-10-27 01:22:59.314858,58.5,55.62,32,23,27,786,5353
2025-10-27 01:23:00.315581,56.0,43.09,23,17,24,654,5268
2025-10-27 01:23:01.316355,81.3,130.72,89,76,61,1631,5902
2025-10-27 01:23:02.317133,66.0,86.2,53,51,38,1096,5489
2025-10-27 01:23:03.318064,69.4,95.18,64,60,44,1262,5647
2025-10-27 01:23:04.318604,52.9,36.54,16,13,19,531,5155
2025-10-27 01:23:05.319166,75.5,115.02,76,58,53,1438,5795
2025-10-27 01:23:06.319783,80.5,124.0,89,78,60,1631,5924
2025-10-27 01:23:07.320358,62.3,71.24,39,30,33,891,5372
2025-10-27 01:23:08.321175,54.9,46.98,23,21,22,654,5188
2025-10-27 01:23:09.321970,62.5,76.48,43,42,33,953,5386
2025-10-27 01:23:10.323052,49.3,30.38,12,11,14,481,5114
2025-10-27 01:23:11.324048,72.0,99.0,66,60,48,1299,5708
2025-10-27 01:23:12.324851,56.5,55.52,30,29,24,759,5308
2025-10-27 01:23:13.325802,57.0,52.99,31,28,25,760,5287
2025-10-27 01:23:14.326678,71.4,106.57,70,52,47,1341,5702
2025-10-27 01:23:15.327297,74.1,112.83,75,64,51,1422,5751
2025-10-27 01:23:16.327903,75.6,114.22,77,65,53,1456,5758
2025-10-27 01:23:17.328772,65.6,74.03,48,44,38,1029,5468
2025-10-27 01:23:18.329404,67.2,85.19,54,50,40,1108,5495
2025-10-27 01:23:19.330286,69.2,86.41,59,57,43,1190,5559
2025-10-27 01:23:20.330798,55.2,45.97,23,20,22,654,5236
2025-10-27 01:23:21.331108,82.2,120.75,88,64,63,1627,5859
2025-10-27 01:23:22.331760,51.7,35.01,14,11,17,502,5180
2025-10-27 01:23:23.332211,52.6,41.46,20,16,18,609,5178
2025-10-27 01:23:24.332996,74.9,107.76,74,66,52,1401,5724
2025-10-27 01:23:25.333529,52.0,45.31,18,16,17,578,5140
2025-10-27 01:23:26.334680,54.7,49.93,23,17,22,648,5225
2025-10-27 01:23:27.335815,62.6,77.15,44,33,33,962,5470
2025-10-27 01:23:28.336922,53.1,40.16,18,16,19,571,5185
2025-10-27 01:23:29.337879,51.2,35.0,12,8,16,479,5083
2025-10-27 01:23:30.338388,76.6,114.54,80,66,54,1503,5791
2025-10-27 01:23:31.338995,73.2,100.13,67,61,49,1306,5685
2025-10-27 01:23:32.339678,82.9,127.1,90,72,64,1659,5917
2025-10-27 01:23:33.340819,62.1,76.05,45,34,33,965,5438
2025-10-27 01:23:34.341449,65.0,74.04,47,41,37,995,5424
2025-10-27 01:23:35.341789,58.6,64.71,35,34,27,824,5336
2025-10-27 01:23:36.342740,51.0,40.16,16,14,16,538,5191
2025-10-27 01:23:37.343979,83.0,131.11,90,67,64,1652,5861
2025-10-27 01:23:38.344748,50.4,30.9,11,10,15,458,5153
2025-10-27 01:23:39.345412,66.4,86.17,52,43,39,1078,5548
2025-10-27 01:23:40.346201,77.2,121.78,84,72,55,1558,5798
2025-10-27 01:23:41.346536,73.4,101.7,69,64,50,1330,5731
2025-10-27 01:23:42.347318,67.6,89.81,57,42,41,1147,5553
2025-10-27 01:23:43.348379,77.2,114.15,78,68,55,1460,5814
2025-10-27 01:23:44.349103,79.9,126.95,85,77,59,1575,5837
2025-10-27 01:23:45.350606,75.8,112.21,77,73,53,1450,5769
2025-10-27 01:23:46.351586,77.8,120.94,80,67,56,1497,5776
2025-10-27 01:23:47.352336,70.8,93.95,63,51,46,1242,5667
2025-10-27 01:23:48.353339,65.9,75.04,50,45,38,1054,5507
2025-10-27 01:23:49.354428,49.3,34.81,10,8,14,453,5094
2025-10-27 01:23:50.355603,67.0,86.32,54,45,40,1114,5539
2025-10-27 01:23:51.356558,77.8,120.69,87,83,56,1612,5841
2025-10-27 01:23:52.357093,51.6,41.48,20,19,17,597,5214
2025-10-27 01:23:53.357867,52.4,38.81,17,13,18,560,5167
2025-10-27 01:23:54.358442,65.5,76.66,47,40,38,1003,5422
2025-10-27 01:23:55.359072,57.4,56.41,27,20,26,712,5271
2025-10-27 01:23:56.359628,54.4,53.26,25,20,21,668,5259
2025-10-27 01:23:57.360429,79.6,123.32,84,77,59,1566,5871
2025-10-27 01:23:58.361034,66.0,83.09,54,52,39,1112,5498
2025-10-27 01:23:59.362008,75.7,113.21,79,73,53,1481,5780
2025-10-27 01:24:00.362950,48.7,32.47,13,12,13,486,5097
2025-10-27 01:24:01.363767,76.6,113.16,79,67,54,1484,5796
2025-10-27 01:24:02.364525,55.7,54.62,26,22,23,683,5253
2025-10-27 01:24:03.365301,70.7,91.59,58,49,46,1169,5583
2025-10-27 01:24:04.366341,74.3,101.14,71,66,51,1355,5730
2025-10-27 01:24:05.367261,58.7,66.04,37,31,28,861,5398
2025-10-27 01:24:06.368302,61.9,70.82,40,28,32,896,5352
2025-10-27 01:24:07.369225,52.2,45.11,20,19,18,608,5222
2025-10-27 01:24:08.370088,83.6,137.69,94,70,65,1701,5894
2025-10-27 01:24:09.371184,62.2,68.48,41,38,33,921,5434
2025-10-27 01:24:10.371671,70.6,101.16,70,57,45,1350,5690
2025-10-27 01:24:11.372708,49.8,33.38,14,13,14,519,5098
2025-10-27 01:24:12.373348,64.6,81.92,53,47,36,1089,5579
2025-10-27 01:24:13.374358,54.3,44.05,24,23,21,661,5201
2025-10-27 01:24:14.374792,77.8,117.22,78,64,56,1468,5806
2025-10-27 01:24:15.375335,75.0,108.39,75,65,52,1434,5713
2025-10-27 01:24:16.376092,77.5,115.29,83,80,56,1540,5829
2025-10-27 01:24:17.377068,57.7,66.3,37,36,26,858,5323
2025-10-27 01:24:18.378047,83.1,134.88,94,92,64,1712,5894
2025-10-27 01:24:19.379056,65.3,79.51,49,38,37,1033,5488
2025-10-27 01:24:20.379808,68.0,87.56,60,48,41,1202,5618
2025-10-27 01:24:21.380453,81.6,123.01,87,83,62,1614,5910
2025-10-27 01:24:22.381093,84.1,133.99,96,88,66,1742,6001
2025-10-27 01:24:23.381517,71.8,98.2,68,47,47,1323,5687
2025-10-27 01:24:24.382382,52.7,46.01,19,13,19,579,5153
2025-10-27 01:24:25.383325,66.9,88.53,53,50,40,1099,5483
2025-10-27 01:24:26.383812,51.8,33.95,12,11,17,486,5077
2025-10-27 01:24:27.384240,59.2,69.36,39,29,28,889,5379
2025-10-27 01:24:28.385156,75.9,99.99,70,67,53,1357,5684
2025-10-27 01:24:29.385804,62.0,65.96,38,29,32,870,5345
2025-10-27 01:24:30.386296,60.7,65.12,37,36,30,846,5418
2025-10-27 01:24:31.386861,52.0,41.24,15,10,17,533,5191
2025-10-27 01:24:32.387662,81.8,121.64,85,78,62,1567,5811
2025-10-27 01:24:33.388734,50.1,43.01,18,17,15,574,5179
2025-10-27 01:24:34.389586,70.3,93.48,64,56,45,1269,5658
2025-10-27 01:24:35.390040,68.7,84.27,53,50,42,1097,5541
2025-10-27 01:24:36.390941,69.9,92.38,59,57,44,1189,5639
2025-10-27 01:24:37.391839,76.0,114.19,76,59,54,1437,5776
2025-10-27 01:24:38.392681,76.5,106.84,73,66,54,1393,5766
2025-10-27 01:24:39.393348,65.3,80.9,52,43,37,1076,5471
2025-10-27 01:24:40.393960,84.5,139.83,98,97,66,1768,6008
2025-10-27 01:24:41.394480,65.6,83.62,49,44,38,1039,5440
2025-10-27 01:24:42.394978,82.8,129.13,94,77,64,1710,5939
2025-10-27 01:24:43.395591,84.2,141.33,97,79,66,1752,5928
2025-10-27 01:24:44.396112,68.8,94.77,60,59,43,1209,5629
2025-10-27 01:24:45.396470,56.3,50.58,23,20,24,645,5223
2025-10-27 01:24:46.397271,60.9,58.45,36,32,31,840,5408
2025-10-27 01:24:47.397981,76.9,108.33,76,54,55,1449,5750
2025-10-27 01:24:48.398551,66.7,79.11,52,41,40,1076,5472
2025-10-27 01:24:49.399590,60.7,57.09,33,29,31,803,5374
2025-10-27 01:24:50.400534,70.5,97.15,63,51,45,1247,5677
2025-10-27 01:24:51.401522,64.1,81.38,48,41,36,1028,5487
2025-10-27 01:24:52.401992,69.1,98.74,64,52,43,1252,5639
2025-10-27 01:24:53.403038,85.4,130.23,96,82,68,1743,5997
2025-10-27 01:24:54.404086,57.3,61.91,33,26,26,802,5287
2025-10-27 01:24:55.404601,59.2,68.03,37,31,28,846,5403
2025-10-27 01:24:56.405611,82.5,139.46,96,84,63,1748,5918
2025-10-27 01:24:57.406477,82.9,130.86,92,72,64,1670,5950
2025-10-27 01:24:58.407361,51.4,42.42,19,16,17,581,5196
2025-10-27 01:24:59.408318,75.0,110.1,79,73,52,1489,5756
2025-10-27 01:25:00.409442,85.1,136.26,98,75,67,1769,5956
2025-10-27 01:25:01.410334,47.7,30.69,10,7,11,440,5102
2025-10-27 01:25:02.411181,59.3,51.55,30,24,28,754,5332
2025-10-27 01:25:03.411654,59.0,63.12,32,23,28,778,5270
2025-10-27 01:25:04.412308,58.7,68.95,39,35,28,884,5340
2025-10-27 01:25:05.413086,62.9,78.98,46,37,34,999,5481
2025-10-27 01:25:06.413743,82.9,137.28,94,80,64,1702,5891
2025-10-27 01:25:07.414302,70.6,89.84,61,51,45,1220,5615
2025-10-27 01:25:08.415122,79.7,134.01,92,83,59,1686,5903
2025-10-27 01:25:09.415802,52.5,43.2,22,19,18,628,5223
2025-10-27 01:25:10.416377,77.9,115.95,76,72,56,1444,5741
2025-10-27 01:25:11.417268,68.5,91.67,59,49,42,1186,5584
2025-10-27 01:25:12.417778,52.8,40.73,19,17,19,578,5203
2025-10-27 01:25:13.418578,79.5,127.04,91,77,59,1656,5930
2025-10-27 01:25:14.419162,77.9,118.68,80,79,56,1497,5793
2025-10-27 01:25:15.420295,74.6,111.38,77,70,51,1446,5740
2025-10-27 01:25:16.421305,73.9,100.12,70,50,50,1354,5714
2025-10-27 01:25:17.422029,59.9,63.29,38,35,29,867,5337
2025-10-27 01:25:18.423002,69.3,96.2,61,48,43,1213,5614
2025-10-27 01:25:19.423959,66.4,85.66,56,44,39,1131,5529
2025-10-27 01:25:20.424611,67.1,85.12,56,51,40,1140,5551
2025-10-27 01:25:21.425033,71.0,90.8,63,57,46,1239,5656
2025-10-27 01:25:22.425495,77.1,111.66,76,60,55,1443,5726
2025-10-27 01:25:23.425976,76.5,121.15,82,62,54,1526,5789
